gw_level,recent_rainfall,crop_water_demand,month_sin,month_cos,extraction_rate,seed,first_action,q_predicted,realized_return,min_gw_level_in_episode,q_quintile,q_quantile_std,q_quantile_min,q_quantile_max
4.822448,0.6060263,0.2,-2.4492937e-16,1.0,0.21339065,42,1,2.0702734,10.243629255347836,4.774943065747273,0,0.17365974,1.4221221,2.4866552
4.836075,0.20327139,0.24019238,0.5,0.8660254,0.38606986,42,1,2.3078687,10.019517706509813,4.836074611213653,2,0.18178774,2.083266,3.0698261
10.556692,0.0,0.75980765,0.5,-0.8660254,0.22571473,42,3,3.7493768,-21.293916975885328,10.556691773640424,4,0.18536715,3.55972,4.5266304
4.8360353,0.09036917,0.24019238,0.5,0.8660254,0.37678668,42,1,2.3022451,11.462974988647364,4.836035256197253,2,0.17826872,2.0733056,3.037128
5.63293,0.35636917,0.24019238,0.5,0.8660254,0.31021065,42,1,2.2380044,12.661189252754601,5.632929695814394,1,0.1559227,1.9214978,2.7728825
11.080726,0.007470973,0.75980765,0.5,-0.8660254,0.23298448,42,3,3.7349312,-7.663725837551497,11.080725760252117,4,0.18214317,3.5485377,4.494749
7.3072767,0.40981427,0.24019238,0.5,0.8660254,0.4451237,42,1,2.3249846,11.454269159472332,7.307276810651675,2,0.19274728,2.11479,3.1617432
5.4097786,12.328786,0.35,-0.8660254,0.5,0.40061694,42,1,2.4558501,13.099230666529335,5.409778727790249,3,0.1867744,1.9256139,3.052496
4.939126,0.23587985,0.24019238,0.5,0.8660254,0.26370746,42,1,2.2132442,11.531547894507304,4.939126194271317,0,0.13793862,1.9354677,2.6734276
3.0148234,3.6061075,0.24019238,-0.5,0.8660254,0.26702225,42,1,2.2381308,10.167546993210287,3.014823545509022,1,0.15390182,1.7809827,2.6889138
10.323055,0.0037979279,0.75980765,0.5,-0.8660254,0.2127351,42,3,3.7590828,3.2708786449094296,10.323055559907584,4,0.18737398,3.5664349,4.5473447
7.9454207,1.4310064,0.24019238,-0.5,0.8660254,0.4414181,42,1,2.3301904,10.630205125110491,7.945420868789878,2,0.18322599,2.0882866,3.0442755
4.24505,0.0,0.24019238,-0.5,0.8660254,0.27367228,42,1,2.2469351,10.574865823093365,4.245049944685101,1,0.14851111,1.8681097,2.7086282
10.154981,0.23108733,0.75980765,0.5,-0.8660254,0.28698593,42,3,3.7642894,-17.48117136842815,10.1549811016777,4,0.19071555,3.5797749,4.556292
4.1572556,4.892863,0.24019238,-0.5,0.8660254,0.33168566,42,1,2.2644904,13.81318424497397,4.157255874190264,2,0.16651163,1.84555,2.8033657
5.4358807,8.388438,0.24019238,-0.5,0.8660254,0.1292604,42,1,2.230558,15.57855409634734,5.435880652862034,1,0.12121685,1.9664247,2.5743876
4.342152,5.453466,0.24019238,-0.5,0.8660254,0.3807647,42,1,2.290547,10.091365680233,4.342152058172577,2,0.1785925,1.9050279,2.9593363
7.1323,0.0,0.5,1.0,6.123234e-17,0.32422632,42,2,3.1686187,7.5232534130315365,7.1322998386502725,3,0.17740017,3.0091066,3.894372
4.165341,0.81244606,0.2,-2.4492937e-16,1.0,0.35525906,42,1,2.1740007,13.0120418144072,4.165341107093476,0,0.17523539,1.8679793,2.844848
11.10429,0.2800643,0.75980765,0.5,-0.8660254,0.10930931,42,3,3.684597,-9.130760119092825,11.104289983659712,4,0.19148721,3.4500315,4.468443
8.013755,0.0,0.24019238,0.5,0.8660254,0.1329478,42,1,2.235381,11.763688096866398,8.013754384691367,1,0.11253572,2.0324852,2.6160908
8.787398,0.29769,0.75980765,0.5,-0.8660254,0.33842513,42,3,3.8053126,-1.571270548792267,8.787398428892914,4,0.20281756,3.613997,4.6423645
9.084938,0.26006082,0.75980765,0.5,-0.8660254,0.3641537,42,3,3.8083587,-3.8491313990817613,9.084938400907197,4,0.20296647,3.6084375,4.6381164
7.894555,1.51366,0.24019238,-0.5,0.8660254,0.4389182,42,1,2.3313267,12.451019493890465,7.894555143470194,2,0.18442114,2.0846772,3.0502195
8.842279,0.21036942,0.65,0.8660254,-0.5,0.4662265,42,3,3.4386418,11.49872341991681,8.842279257936053,3,0.23426631,2.7578166,4.1651497
5.4760423,0.035502832,0.24019238,0.5,0.8660254,0.48518887,42,1,2.356818,14.155938287532141,5.476042276881793,3,0.19105329,2.137254,3.1813626
4.249434,3.709067,0.24019238,-0.5,0.8660254,0.19957462,42,1,2.217337,12.557862251790441,4.24943375977411,0,0.16515316,1.5916085,2.5882869
6.7549305,0.27349326,0.24019238,0.5,0.8660254,0.20887552,42,1,2.2248027,11.364326370691522,6.754930443082636,1,0.1272454,1.9398624,2.6304622
5.0646863,0.28431788,0.24019238,0.5,0.8660254,0.30765164,42,1,2.233267,12.040847217360337,5.064686425053581,1,0.15761968,1.8899405,2.7625172
2.8948634,9.773545,0.24019238,-0.5,0.8660254,0.3523485,42,1,2.2622504,14.308100085470766,2.8948632944168264,1,0.18941653,1.7507286,2.9079342
