well_id,date,lat,lon,actual,pred_v1,pred_v2,kriging
W_17.02_80.555,2020-01-09,17.02,80.555,0.89,4.6407342993118865,4.807991080411847,4.787564754486084
W_17.02_80.555,2020-11-29,17.02,80.555,0.05,3.9599567926883568,3.611833908536708,2.7548699378967285
W_17.02_80.555,2021-01-09,17.02,80.555,0.63,3.346354849977357,3.965146308522094,3.632225275039673
W_15.7147_80.2372,2016-08-24,15.71472,80.23722,4.45,4.578308338595991,3.7244378841651735,5.274442195892334
W_15.7147_80.2372,2016-11-04,15.71472,80.23722,4.48,4.225331629890589,4.527020417468575,4.411072254180908
W_16.0333_79.4417,2016-11-04,16.03333,79.44167,4.1,6.09478381781926,5.884967353896164,6.270663261413574
W_16.0333_79.4417,2019-01-04,16.03333,79.44167,4.17,6.135990115521744,6.473319334938704,6.124648094177246
W_16.0333_79.4417,2019-05-04,16.03333,79.44167,5.98,9.359526432479703,8.819726454165645,8.62566089630127
W_16.0333_79.4417,2019-10-31,16.03333,79.44167,2.15,4.467338857992154,4.850963273615643,4.275356769561768
W_16.0333_79.4417,2020-01-09,16.03333,79.44167,3.2,4.764887651395094,5.0024787216570585,5.141252040863037
W_16.0333_79.4417,2020-11-29,16.03333,79.44167,3.03,3.901616577785266,3.985106495664022,3.740539789199829
W_16.0333_79.4417,2021-01-09,16.03333,79.44167,3.4,4.177585284409895,4.594353339395129,4.228348731994629
W_15.6694_80.1708,2016-08-24,15.66944,80.17083,2.83,4.985104629804504,4.053859084668433,6.025725364685059
W_15.6694_80.1708,2016-11-04,15.66944,80.17083,2.61,5.2156699755029745,4.673780269473263,5.018957614898682
W_15.6694_80.1708,2019-01-04,15.66944,80.17083,2.38,5.25535933709736,4.5449071899488365,7.138299465179443
W_15.6694_80.1708,2019-05-04,15.66944,80.17083,3.33,9.080634615749386,8.034921832714385,10.487133979797363
W_15.6694_80.1708,2019-08-19,15.66944,80.17083,1.96,5.164003117382414,5.397176172735151,6.003770351409912
W_15.6694_80.1708,2019-10-31,15.66944,80.17083,0.32,5.1351125798424055,4.613936582407512,4.275356769561768
W_15.6694_80.1708,2020-01-09,15.66944,80.17083,0.65,5.2693003463423675,5.137029781574073,5.9014997482299805
W_15.6694_80.1708,2020-11-29,15.66944,80.17083,0.31,3.077032897855419,3.2100860386186816,4.223951816558838
W_15.6694_80.1708,2021-01-09,15.66944,80.17083,0.32,4.0160686228136715,3.879543683246277,4.221818923950195
W_15.8017_79.6783,2016-11-04,15.80167,79.67833,5.3,5.069623338569649,5.6056282444761285,5.291136741638184
W_15.8017_79.6783,2019-01-04,15.80167,79.67833,5.34,4.699775508139223,4.672833041548027,4.213140964508057
W_15.8017_79.6783,2019-05-04,15.80167,79.67833,5.27,8.245789016093449,8.70551796966608,7.143577575683594
W_15.8017_79.6783,2019-10-31,15.80167,79.67833,5.19,4.085812413429388,4.716741732798356,4.275356769561768
W_15.8017_79.6783,2020-01-09,15.80167,79.67833,3.87,5.065642228754816,5.111377480165524,4.2864990234375
W_15.8017_79.6783,2020-11-29,15.80167,79.67833,3.9,4.171973208642628,3.8586233949581006,3.180450916290283
W_15.8017_79.6783,2021-01-09,15.80167,79.67833,3.39,3.3952426305806407,4.133493435379405,3.3408448696136475
W_15.8222_79.975,2016-11-04,15.82222,79.975,1.66,5.45825133144711,5.006292968462811,5.6607208251953125
W_15.8222_79.975,2019-01-04,15.82222,79.975,10.8,5.195824764499979,4.616680979363661,5.622318267822266
W_15.8222_79.975,2019-05-04,15.82222,79.975,13.8,7.578937466933699,7.997882876432171,6.87500524520874
W_15.8222_79.975,2019-10-31,15.82222,79.975,9.76,4.039737992621636,4.475139717046335,4.275356769561768
W_15.8222_79.975,2020-01-09,15.82222,79.975,10.4,6.421504013308065,5.129244838528306,7.384714126586914
W_15.8222_79.975,2020-11-29,15.82222,79.975,7.09,4.050955387351533,3.3562968053637325,3.971633911132813
W_15.8222_79.975,2021-01-09,15.82222,79.975,5.4,3.836778660689923,4.671356326859295,3.407208204269409
W_15.9389_79.9589,2019-01-04,15.93889,79.95889,2.04,3.9646687777499534,4.361833939582874,3.828848361968994
W_15.9389_79.9589,2019-05-04,15.93889,79.95889,4.23,8.270726711212005,8.043452025699425,8.817054748535156
W_15.9389_79.9589,2019-10-31,15.93889,79.95889,1.2,4.071933422204899,4.365803721590219,4.275356769561768
