well_id,date,actual,predicted_lstm,predicted_persistence
W_16.5781_78.5639,2019-10-31,7.05,16.594952,19.6
W_16.5781_78.5639,2019-10-31,12.13,9.390793,7.05
W_16.5781_78.5639,2020-01-09,4.83,12.93889,12.13
W_16.5781_78.5639,2020-01-09,14.89,4.80962,4.83
W_16.5781_78.5639,2020-11-29,5.25,11.434952,14.89
W_16.5781_78.5639,2020-11-29,1.8,5.7195563,5.25
W_16.5781_78.5639,2021-01-09,6.8100004,2.5056581,1.8
W_16.5781_78.5639,2021-01-09,4.26,6.7512007,6.81
W_16.6069_73.5492,2017-01-04,9.5,8.984721,8.0
W_16.6069_73.5492,2017-08-24,3.8000002,7.3143682,9.5
W_16.6069_73.5492,2018-08-19,3.3999999,2.7619653,3.8
W_16.6069_73.5492,2019-01-09,9.5,6.4898458,3.4
W_16.6069_73.5492,2019-08-19,5.1,10.410484,9.5
W_16.6069_73.5492,2019-11-09,8.2,5.473361,5.1
W_16.6069_73.5492,2020-01-09,9.5,10.692438,8.2
W_16.6069_73.5492,2020-11-29,9.75,6.6453514,9.5
W_16.6069_73.5492,2021-01-09,10.1,10.620123,9.75
W_16.6108_78.3108,2017-01-04,8.45,9.345558,8.4
W_16.6108_78.3108,2017-08-24,7.0699997,8.468448,8.45
W_16.6108_78.3108,2018-08-19,6.21,7.427262,7.07
W_16.6108_78.3108,2018-11-04,5.87,6.8991513,6.21
W_16.6108_78.3108,2019-01-04,5.39,6.3205643,5.87
W_16.6108_78.3108,2019-05-04,5.47,5.6927776,5.39
W_16.6108_78.3108,2019-08-19,7.37,3.7858987,5.47
W_16.6108_78.3108,2019-10-31,3.9099998,4.8046665,7.37
W_16.6108_78.3108,2020-01-09,4.21,5.0718827,3.91
W_16.6108_78.3108,2020-11-29,2.99,-4.215851,4.21
W_16.6108_78.3108,2021-01-09,3.52,4.080035,2.99
W_16.6333_76.2583,2017-01-04,5.8599997,6.5615697,5.35
W_16.6333_76.2583,2017-08-24,7.05,6.902687,5.86
W_16.6333_76.2583,2018-08-19,5.8100004,5.349609,7.05
W_16.6333_76.2583,2018-11-04,6.15,6.2486196,5.81
W_16.6333_76.2583,2019-08-07,7.15,6.696329,6.15
W_16.6333_76.2583,2019-11-23,5.6000004,6.355663,7.15
W_16.6333_76.2583,2020-01-09,7.5,6.2977304,5.6
W_16.6333_76.2583,2020-11-29,1.6999998,5.653261,7.5
W_16.6333_76.2583,2021-01-09,2.75,3.0351024,1.7
W_16.6417_75.075,2017-01-04,8.04,3.9901736,3.15
W_16.6417_75.075,2017-08-24,5.54,8.107565,8.04
W_16.6417_75.075,2018-08-19,1.69,4.9941216,5.54
W_16.6417_75.075,2018-11-04,2.39,1.8765612,1.69
W_16.6417_75.075,2019-01-02,6.6400003,4.273419,2.39
W_16.6417_75.075,2019-05-26,13.190001,8.318171,6.64
W_16.6417_75.075,2019-08-06,1.8899994,11.215736,13.19
W_16.6417_75.075,2020-01-09,2.16,1.2436464,1.89
W_16.6417_75.075,2020-11-29,1.1400001,1.2567543,2.16
W_16.6417_75.075,2021-01-09,3.8899999,1.915988,1.14
W_16.6706_75.8425,2018-08-19,7.6500006,12.262492,12.85
W_16.6706_75.8425,2018-11-04,8.7,7.9683685,7.65
W_16.6706_75.8425,2019-05-27,12.03,8.52172,8.7
W_16.6706_75.8425,2019-11-23,39.4,11.26545,12.03
W_16.6714_77.3208,2018-08-19,5.4999995,11.509001,12.57
W_16.6714_77.3208,2018-11-04,5.72,6.4362454,5.5
W_16.6714_77.3208,2019-01-03,13.0,6.272381,5.72
W_16.6714_77.3208,2019-11-29,13.59,14.656915,13.0
W_16.6814_75.7336,2016-11-04,12.35,10.392038,10.47
W_16.6814_75.7336,2017-01-04,13.240001,13.266161,12.35
W_16.6814_75.7336,2017-08-24,9.04,13.645774,13.24
W_16.6814_75.7336,2018-08-19,11.05,8.11826,9.04
W_16.6814_75.7336,2018-11-04,11.900001,11.734374,11.05
W_16.6814_75.7336,2019-01-02,12.599999,12.514897,11.9
W_16.6814_75.7336,2019-05-27,13.55,13.804555,12.6
W_16.6814_75.7336,2019-08-07,12.07,10.264479,13.55
W_16.6814_75.7336,2019-11-23,7.4599996,10.894396,12.07
W_16.6814_75.7336,2020-01-09,9.7,9.540488,7.46
W_16.6814_75.7336,2020-11-29,2.2999997,6.709325,9.7
W_16.6814_75.7336,2021-01-09,3.75,3.9245965,2.3
W_16.6911_78.9189,2017-01-04,2.19,4.059191,3.28
W_16.6911_78.9189,2017-08-24,2.0800002,2.7395344,2.19
W_16.6911_78.9189,2018-08-19,2.21,2.4106247,2.08
W_16.6911_78.9189,2018-11-04,2.32,1.599805,2.21
W_16.6911_78.9189,2018-11-11,1.8299999,2.9763525,2.32
W_16.6911_78.9189,2018-11-18,2.23,2.0072422,1.83
W_16.6911_78.9189,2018-11-25,2.43,2.2116945,2.23
W_16.6911_78.9189,2018-12-11,2.23,2.791152,2.43
W_16.6911_78.9189,2018-12-25,2.13,2.7414124,2.23
W_16.6911_78.9189,2019-01-04,2.5,1.9280193,2.13
W_16.6911_78.9189,2019-05-04,2.73,2.1506038,2.5
W_16.6911_78.9189,2019-08-19,1.83,0.59069085,2.73
W_16.6911_78.9189,2019-10-31,2.23,1.3616972,1.83
W_16.6911_78.9189,2020-01-09,2.3700001,2.7018564,2.23
W_16.6911_78.9189,2020-11-29,2.04,-0.3722298,2.37
W_16.6911_78.9189,2021-01-09,2.35,2.508148,2.04
W_16.7072_76.8311,2016-11-04,4.6899996,4.6549273,4.99
W_16.7072_76.8311,2017-01-04,7.1800003,5.7239842,4.69
W_16.7072_76.8311,2018-08-19,7.75,7.4323907,7.18
W_16.7072_76.8311,2018-11-04,15.49,8.785424,7.75
W_16.7072_76.8311,2019-01-03,10.34,16.104927,15.49
W_16.7072_76.8311,2019-04-30,11.1,11.609662,10.34
W_16.7072_76.8311,2019-08-10,7.01,8.889429,11.1
W_16.7072_76.8311,2019-11-29,5.79,6.0566187,7.01
W_16.7072_76.8311,2020-01-09,4.5699997,6.9145656,5.79
W_16.7072_76.8311,2020-11-29,1.3400002,1.9258301,4.57
W_16.725_79.2069,2016-11-04,3.4,1.7462516,3.7
W_16.725_79.2069,2017-01-04,3.9,3.7884383,3.4
W_16.725_79.2069,2017-08-24,3.73,3.808308,3.9
W_16.725_79.2069,2018-08-19,4.42,3.8708737,3.73
W_16.725_79.2069,2018-11-04,3.52,4.1684203,4.42
W_16.725_79.2069,2018-11-11,3.47,4.143611,3.52
W_16.725_79.2069,2018-11-18,3.45,3.58638,3.47
W_16.725_79.2069,2018-11-25,3.52,3.4251294,3.45
W_16.725_79.2069,2018-12-04,3.55,3.5991461,3.52
W_16.725_79.2069,2018-12-11,3.57,3.8523357,3.55
W_16.725_79.2069,2018-12-18,3.6,3.777779,3.57
W_16.725_79.2069,2018-12-25,3.58,3.904169,3.6
W_16.725_79.2069,2019-01-04,3.94,3.9337885,3.58
W_16.725_79.2069,2019-05-04,4.15,4.801053,3.94
W_16.725_79.2069,2019-08-19,3.2,2.5281787,4.15
W_16.725_79.2069,2019-10-31,3.42,1.8281993,3.2
W_16.725_79.2069,2020-01-09,3.72,3.9483752,3.42
W_16.725_79.2069,2020-11-29,3.05,2.1328497,3.72
W_16.725_79.2069,2021-01-09,3.52,3.3860712,3.05
W_16.7336_74.8375,2016-11-04,0.90000004,1.3659579,1.2
W_16.7336_74.8375,2017-01-04,1.5799999,2.3149314,0.9
W_16.7336_74.8375,2017-08-24,7.25,2.0429866,1.58
W_16.7336_74.8375,2018-08-19,3.65,6.433363,7.25
W_16.7336_74.8375,2018-11-04,1.69,4.7311964,3.65
W_16.7336_74.8375,2019-01-02,1.1000001,2.6348183,1.69
W_16.7336_74.8375,2019-05-26,7.0,2.8126767,1.1
W_16.7336_74.8375,2019-08-06,1.5500002,3.104026,7.0
W_16.7336_74.8375,2019-11-22,0.37,0.88334537,1.55
W_16.7336_74.8375,2020-01-09,1.13,2.7922802,0.37
W_16.7336_74.8375,2020-11-29,1.27,-0.17700648,1.13
W_16.7336_74.8375,2021-01-09,1.03,2.5871305,1.27
W_16.7381_74.6042,2019-11-09,3.6999998,-0.91610146,2.6
W_16.7381_74.6042,2020-01-09,2.8000002,5.820205,3.7
W_16.7381_74.6042,2020-11-29,5.3,1.8181317,2.8
W_16.7381_74.6042,2021-01-09,4.9,6.9064393,5.3
W_16.7811_73.9861,2018-08-24,2.7,2.3669834,3.9
W_16.7811_73.9861,2019-01-09,4.9,4.698858,2.7
W_16.7811_73.9861,2019-08-19,2.6000001,5.580346,4.9
W_16.7811_73.9861,2020-11-29,3.0,3.708982,2.6
W_16.7811_73.9861,2021-01-09,4.1,3.2308576,3.0
W_16.7889_80.7242,2017-01-04,9.099999,8.699841,7.7
W_16.7889_80.7242,2017-08-24,8.400001,8.850146,9.1
W_16.7_74.0167,2017-01-04,0.5,1.694918,0.01
W_16.7_74.0167,2017-08-24,1.2,-0.8750826,0.5
W_16.7_74.0167,2018-08-24,1.2,0.70306194,1.2
W_16.7_74.0167,2019-01-09,1.9000001,3.6950533,1.2
W_16.7_74.0167,2019-05-19,1.98,1.8014493,1.9
W_16.7_74.0167,2019-08-19,1.2,-1.284056,1.98
W_16.7_74.0167,2019-11-09,1.4000001,2.1196685,1.2
W_16.7_74.0167,2020-01-09,1.55,2.111001,1.4
W_16.7_74.0167,2020-11-29,0.19999993,0.71589094,1.55
W_16.7_74.0167,2021-01-09,0.6,1.4202558,0.2
W_16.7_76.0667,2017-01-04,4.93,5.8671694,4.66
W_16.7_76.0667,2017-08-24,4.91,5.920713,4.93
W_16.7_76.0667,2018-08-19,4.66,3.2377024,4.91
W_16.7_76.0667,2018-11-04,5.16,4.9654803,4.66
W_16.7_76.0667,2019-01-02,5.8999996,5.7410297,5.16
W_16.7_76.0667,2019-05-27,6.65,6.878879,5.9
W_16.7_76.0667,2019-08-07,5.01,3.7979999,6.65
W_16.7_76.0667,2019-11-23,3.1800003,4.4517927,5.01
W_16.7_76.0667,2020-01-09,6.0,4.8526635,3.18
W_16.7_76.0667,2020-11-29,3.33,2.9206574,6.0
W_16.7_76.0667,2021-01-09,4.49,4.824464,3.33
W_16.8028_77.9333,2016-11-04,3.85,5.1803355,6.1
W_16.8028_77.9333,2017-01-04,5.7799997,5.533002,3.85
W_16.8028_77.9333,2017-08-24,8.74,6.024439,5.78
W_16.8028_77.9333,2018-08-19,7.41,9.382921,8.74
W_16.8028_77.9333,2018-11-04,7.16,8.936053,7.41
W_16.8028_77.9333,2018-11-11,3.9099998,7.775752,7.16
W_16.8028_77.9333,2018-11-18,6.02,4.0164323,3.91
W_16.8028_77.9333,2018-11-25,7.04,6.511427,6.02
W_16.8028_77.9333,2018-12-04,7.16,6.776086,7.04
W_16.8028_77.9333,2018-12-11,6.0899997,7.465895,7.16
W_16.8028_77.9333,2018-12-18,4.9900002,6.0750585,6.09
W_16.8028_77.9333,2018-12-25,7.17,5.1019764,4.99
W_16.8028_77.9333,2019-01-04,8.67,7.4367585,7.17
W_16.8028_77.9333,2019-05-04,10.38,9.387223,8.67
W_16.8028_77.9333,2019-08-19,5.54,7.698393,10.38
W_16.8028_77.9333,2019-10-31,4.74,3.733364,5.54
W_16.8028_77.9333,2020-01-09,6.21,5.914065,4.74
W_16.8028_77.9333,2020-11-29,1.8200002,-0.67505884,6.21
W_16.8028_77.9333,2021-01-09,3.5100002,3.29952,1.82
W_16.8167_77.5,2017-01-04,10.78,9.091018,8.0
W_16.8383_74.5878,2016-11-04,0.6,1.1460148,1.0
W_16.8383_74.5878,2017-01-04,7.1,1.8694937,0.6
W_16.8383_74.5878,2017-08-24,4.7,7.437081,7.1
W_16.8383_74.5878,2018-08-24,2.1,4.2760887,4.7
W_16.8383_74.5878,2019-01-09,3.5,3.28163,2.1
W_16.8383_74.5878,2019-05-19,5.9,5.4025645,3.5
W_16.8383_74.5878,2019-08-19,2.3000002,1.8284464,5.9
W_16.8383_74.5878,2020-01-09,1.4,0.92916286,2.3
W_16.8383_74.5878,2021-01-09,1.7,0.3648678,1.4
W_16.85_75.7,2017-01-04,3.95,4.610058,2.96
W_16.85_75.7,2017-08-24,3.52,4.5242143,3.95
W_16.85_75.7,2018-08-19,3.76,3.2839355,3.52
W_16.85_75.7,2018-11-04,3.26,4.805951,3.76
W_16.85_75.7,2019-01-02,3.96,3.6673055,3.26
W_16.85_75.7,2019-05-27,5.49,4.8806863,3.96
W_16.85_75.7,2019-08-07,3.56,2.3374045,5.49
W_16.85_75.7,2019-11-23,2.84,2.5110512,3.56
W_16.85_75.7,2020-01-09,3.1999998,4.839701,2.84
W_16.85_75.7,2020-11-29,3.66,1.0084479,3.2
W_16.85_75.7,2021-01-09,3.88,5.1728396,3.66
W_16.8647_80.09,2020-01-09,8.78,9.819178,8.83
W_16.8647_80.09,2021-01-09,9.73,7.86527,8.78
W_16.8667_76.15,2019-08-07,10.650001,9.3544,12.02
W_16.8667_76.15,2020-01-09,11.5,10.295767,10.65
W_16.8667_76.15,2020-11-29,9.35,10.848773,11.5
W_16.8667_76.15,2021-01-09,7.9600005,11.111797,9.35
W_16.8667_79.8833,2016-11-04,1.5400001,-0.4848199,1.07
W_16.8667_79.8833,2017-01-04,2.32,2.1522691,1.54
W_16.8667_79.8833,2017-08-24,2.82,1.6110566,2.32
W_16.8667_79.8833,2018-08-19,1.67,2.639703,2.82
W_16.8667_79.8833,2018-11-04,3.09,2.1752138,1.67
W_16.8667_79.8833,2019-01-04,3.46,3.8151884,3.09
W_16.8667_79.8833,2019-05-04,4.12,5.502219,3.46
W_16.8667_79.8833,2019-08-19,3.62,2.8680754,4.12
W_16.8667_79.8833,2019-10-31,1.0999999,1.8184683,3.62
W_16.8667_79.8833,2020-01-09,2.17,1.6290197,1.1
W_16.8667_79.8833,2020-11-29,1.57,1.4064014,2.17
W_16.8667_79.8833,2021-01-09,1.7700001,2.3984358,1.57
W_16.8694_75.275,2017-01-04,4.0,4.5930696,3.02
W_16.8694_75.275,2017-08-24,4.32,4.2457414,4.0
W_16.8694_75.275,2018-08-19,3.5400002,4.5858126,4.32
W_16.8694_75.275,2018-11-04,3.6399999,4.2378364,3.54
W_16.8694_75.275,2019-01-02,5.4700003,4.2507753,3.64
W_16.8694_75.275,2019-05-26,7.29,6.9399433,5.47
W_16.8694_75.275,2019-08-06,2.8000002,3.731655,7.29
W_16.8694_75.275,2019-11-22,0.63999987,1.5385046,2.8
W_16.8694_75.275,2020-01-09,3.25,2.5255735,0.64
W_16.8694_75.275,2020-11-29,0.8900001,2.0906534,3.25
W_16.8694_75.275,2021-01-09,2.75,2.3820314,0.89
W_16.8861_73.4444,2017-01-04,13.3,13.669804,12.8
W_16.8861_73.4444,2017-08-24,5.5,11.641523,13.3
W_16.8861_73.4444,2018-08-19,6.7,4.7015176,5.5
W_16.8861_73.4444,2019-01-09,13.9,9.515768,6.7
W_16.8861_73.4444,2019-05-19,13.4,15.14271,13.9
W_16.8861_73.4444,2019-08-19,11.599999,9.836845,13.4
W_16.8861_73.4444,2019-11-09,12.900001,12.496577,11.6
W_16.8861_73.4444,2020-01-09,14.299999,14.219866,12.9
W_16.8861_73.4444,2020-11-29,13.35,13.397327,14.3
W_16.8861_73.4444,2021-01-09,12.8,14.218184,13.35
W_16.9014_80.0958,2017-01-04,11.43,11.209793,10.5
W_16.9014_80.0958,2017-08-24,14.66,10.588513,11.43
W_16.9014_80.0958,2018-08-19,12.0,14.498117,14.66
W_16.9014_80.0958,2018-11-04,11.23,12.601799,12.0
W_16.9014_80.0958,2019-01-04,13.57,12.018259,11.23
W_16.9014_80.0958,2019-05-04,15.5199995,15.708105,13.57
W_16.9014_80.0958,2019-08-19,8.820001,14.173683,15.52
W_16.9014_80.0958,2019-10-31,8.63,6.862998,8.82
W_16.9014_80.0958,2020-01-09,11.7,9.233598,8.63
W_16.9014_80.0958,2020-11-29,8.9,10.466035,11.7
W_16.9014_80.0958,2021-01-09,10.879999,9.9979315,8.9
W_16.9028_75.1194,2017-01-04,11.98,13.1647005,11.57
W_16.9028_75.1194,2017-08-24,11.879999,12.566462,11.98
W_16.9028_75.1194,2018-08-19,11.77,11.50369,11.88
W_16.9028_75.1194,2018-11-04,11.89,12.931501,11.77
W_16.9028_75.1194,2019-01-02,12.030001,12.688404,11.89
W_16.9028_75.1194,2019-05-26,13.7,12.800102,12.03
W_16.9028_75.1194,2019-08-06,11.639999,10.000617,13.7
W_16.9028_75.1194,2019-11-22,6.88,10.405665,11.64
W_16.9028_75.1194,2020-01-09,11.34,8.900152,6.88
W_16.9028_75.1194,2020-11-29,7.31,11.18288,11.34
W_16.9028_75.1194,2021-01-09,11.48,8.721441,7.31
W_16.9169_74.5669,2017-01-04,2.9,5.278267,3.0
W_16.9169_74.5669,2017-08-24,3.5,2.9292717,2.9
W_16.9169_74.5669,2018-08-24,2.9,2.6195183,3.5
W_16.9169_74.5669,2019-01-09,4.3500004,4.9253426,2.9
W_16.9169_74.5669,2019-05-19,6.3999996,6.5804005,4.35
W_16.9169_74.5669,2019-08-19,2.9,2.093978,6.4
W_16.9169_74.5669,2019-11-09,1.8000001,3.0232837,2.9
W_16.9169_74.5669,2020-01-09,2.4,4.338346,1.8
W_16.9169_74.5669,2021-01-09,2.5,1.4059355,2.4
W_16.9247_79.7325,2016-11-04,0.13999987,2.6131248,4.46
W_16.9247_79.7325,2017-01-04,4.09,0.9147072,0.14
W_16.9247_79.7325,2017-08-24,3.5900002,3.6069305,4.09
W_16.9247_79.7325,2019-10-31,3.96,3.4076655,3.59
W_16.9247_79.7325,2020-11-29,1.9200001,6.571068,3.96
W_16.9247_79.7325,2021-01-09,3.78,1.9265571,1.92
W_16.925_77.7917,2019-05-04,21.300001,21.834576,19.77
W_16.925_77.7917,2019-08-19,21.119999,18.251339,21.3
W_16.925_77.7917,2019-10-31,17.1,16.610271,21.12
W_16.925_77.7917,2020-01-09,17.82,18.260977,17.1
W_16.925_77.7917,2020-11-29,3.87,11.346822,17.82
W_16.925_77.7917,2021-01-09,6.5,5.420928,3.87
W_16.9308_75.8478,2016-11-04,4.6,4.606379,4.95
W_16.9308_75.8478,2017-01-04,6.35,5.846506,4.6
W_16.9308_75.8478,2017-08-24,5.02,6.5946546,6.35
W_16.9308_75.8478,2018-08-19,4.75,4.340567,5.02
W_16.9308_75.8478,2018-11-04,5.85,5.5649724,4.75
W_16.9308_75.8478,2019-01-02,6.27,6.240434,5.85
W_16.9308_75.8478,2019-05-27,6.6,7.1373663,6.27
W_16.9308_75.8478,2019-08-07,2.15,3.6883261,6.6
W_16.9308_75.8478,2019-11-23,1.0300001,1.29004,2.15
W_16.9308_75.8478,2020-01-09,3.2,2.5972517,1.03
W_16.9308_75.8478,2020-11-29,0.95000005,1.0190263,3.2
W_16.9308_75.8478,2021-01-09,1.45,2.211397,0.95
W_16.9322_79.6392,2016-11-04,3.48,-1.022411,1.08
W_16.9322_79.6392,2017-01-04,1.45,3.9790847,3.48
W_16.9322_79.6392,2017-08-24,2.45,1.1460686,1.45
W_16.9322_79.6392,2018-08-19,2.97,2.178119,2.45
W_16.9322_79.6392,2018-11-04,2.5,4.052617,2.97
W_16.9322_79.6392,2019-01-04,0.84000003,3.249931,2.5
W_16.9322_79.6392,2019-05-04,3.32,2.55533,0.84
W_16.9322_79.6392,2019-08-19,2.3999999,1.9397508,3.32
W_16.9322_79.6392,2019-10-31,0.5200001,-0.07359433,2.4
W_16.9322_79.6392,2020-01-09,2.46,1.1019776,0.52
W_16.9322_79.6392,2020-11-29,0.94000006,1.9445257,2.46
W_16.9322_79.6392,2021-01-09,0.6,1.282677,0.94
W_16.9447_78.1781,2016-11-04,16.65,17.3938,19.09
W_16.9447_78.1781,2017-08-24,16.47,18.13098,16.65
W_16.9447_78.1781,2018-08-19,16.55,16.170977,16.47
W_16.9447_78.1781,2018-11-04,14.999999,17.140326,16.55
W_16.9447_78.1781,2019-01-04,18.95,15.810582,15.0
W_16.9447_78.1781,2019-05-04,19.12,20.624994,18.95
W_16.9447_78.1781,2019-08-19,16.17,17.109055,19.12
W_16.9447_78.1781,2019-10-31,11.200001,10.916067,16.17
W_16.9447_78.1781,2020-01-09,11.5199995,12.390289,11.2
W_16.9447_78.1781,2020-11-29,4.7500005,1.18258,11.52
W_16.9447_78.1781,2021-01-09,7.92,5.6562214,4.75
W_16.9558_79.9719,2018-11-04,2.5,4.2571034,3.45
W_16.9558_79.9719,2019-01-04,4.59,3.3249326,2.5
W_16.9558_79.9719,2019-05-04,5.9,6.7451468,4.59
W_16.9558_79.9719,2019-08-19,2.5,4.4146466,5.9
W_16.9558_79.9719,2019-10-31,3.75,0.709131,2.5
W_16.9558_79.9719,2020-01-09,4.17,4.2934074,3.75
W_16.9558_79.9719,2020-11-29,2.64,3.3445468,4.17
W_16.9558_79.9719,2021-01-09,3.44,3.623318,2.64
W_16.9583_74.7428,2016-11-04,2.3,2.9604516,2.7
W_16.9583_74.7428,2017-01-04,2.9,3.6882796,2.3
W_16.9583_74.7428,2017-08-24,4.9,3.5751088,2.9
W_16.9583_74.7428,2018-08-24,6.1000004,4.631367,4.9
W_16.9583_74.7428,2019-01-09,7.8999996,7.5751143,6.1
W_16.9583_74.7428,2019-05-19,7.8,9.816635,7.9
W_16.9583_74.7428,2019-08-19,3.4,3.7916126,7.8
W_16.9583_74.7428,2019-11-09,3.25,2.1749926,3.4
W_16.9583_74.7428,2020-01-09,3.35,5.4501543,3.25
W_16.9808_74.1197,2016-11-04,1.1,2.0927048,1.0
W_16.9808_74.1197,2017-01-04,1.5,1.6071184,1.1
W_16.9808_74.1197,2017-08-24,0.8,0.2627617,1.5
W_16.9808_74.1197,2018-08-24,2.8999999,0.60078406,0.8
W_16.9808_74.1197,2019-01-09,2.4,4.77486,2.9
W_16.9808_74.1197,2019-05-19,1.3400002,2.5160453,2.4
W_16.9808_74.1197,2019-11-09,1.5,-1.6053213,1.34
W_16.9808_74.1197,2020-01-09,1.7,2.0491943,1.5
W_16.9972_79.9667,2017-01-04,3.1299999,3.615202,3.03
W_16.9972_79.9667,2017-08-24,3.42,2.8968747,3.13
W_16.9972_79.9667,2018-08-19,6.19,2.9907029,3.42
W_16.9972_79.9667,2018-11-04,5.26,6.974309,6.19
W_16.9972_79.9667,2018-11-11,3.5600002,6.1596127,5.26
W_16.9972_79.9667,2018-11-18,3.6599998,3.7391107,3.56
W_16.9972_79.9667,2018-11-25,3.71,3.9635396,3.66
W_16.9972_79.9667,2018-12-04,3.76,3.6221077,3.71
W_16.9972_79.9667,2018-12-11,3.86,3.9697127,3.76
W_16.9972_79.9667,2018-12-18,3.81,4.0075307,3.86
W_16.9972_79.9667,2018-12-25,3.9099998,4.111573,3.81
W_16.9972_79.9667,2019-01-04,3.96,4.369169,3.91
W_16.9972_79.9667,2019-05-04,5.76,4.4734707,3.96
W_16.9972_79.9667,2019-08-19,4.0600004,3.5966713,5.76
W_16.9972_79.9667,2019-10-31,2.26,2.514649,4.06
W_16.9972_79.9667,2020-01-09,2.56,2.7762885,2.26
W_16.9972_79.9667,2020-11-29,1.93,1.8899527,2.56
W_16.9972_79.9667,2021-01-09,2.12,2.7429495,1.93
W_17.0167_74.775,2017-01-04,7.8,7.2623453,5.3
W_17.0167_74.775,2017-08-24,6.8,7.783995,7.8
W_17.0167_74.775,2018-08-24,7.2000003,7.2965856,6.8
W_17.0167_74.775,2019-01-09,10.299999,9.212584,7.2
W_17.0167_74.775,2020-01-09,5.1000004,12.154718,10.3
W_17.0167_76.4333,2017-01-04,3.0700002,2.8755245,1.72
W_17.0167_76.4333,2017-08-24,2.75,2.8631754,3.07
W_17.0167_76.4333,2018-08-19,3.09,2.7876654,2.75
W_17.0167_76.4333,2018-11-04,2.9199998,3.21635,3.09
W_17.0167_76.4333,2019-01-02,3.92,3.9599118,2.92
W_17.0167_76.4333,2019-08-07,3.3000002,6.349182,3.92
W_17.0167_76.4333,2019-11-23,2.1399999,2.4969547,3.3
W_17.0167_76.4333,2020-11-29,1.8500001,3.4727626,2.14
W_17.0167_76.4333,2021-01-09,4.68,3.2789745,1.85
W_17.02_80.555,2016-11-04,0.84999996,0.4236521,1.15
W_17.02_80.555,2017-01-04,1.59,1.8226216,0.85
W_17.02_80.555,2017-08-24,0.35000002,0.525314,1.59
W_17.02_80.555,2018-08-19,0.59,-0.13332355,0.35
W_17.02_80.555,2018-11-04,0.65,1.8930688,0.59
W_17.02_80.555,2019-01-04,0.42999998,1.4153073,0.65
W_17.02_80.555,2019-05-04,6.1,1.8502033,0.43
W_17.02_80.555,2019-08-19,1.71,3.364951,6.1
W_17.02_80.555,2019-10-31,0.1500001,0.2745794,1.71
W_17.02_80.555,2020-01-09,0.89,1.2517078,0.15
W_17.02_80.555,2020-11-29,0.050000012,-0.36986208,0.89
W_17.02_80.555,2021-01-09,0.63,1.5088282,0.05
W_17.0417_80.65,2017-01-04,5.46,4.403047,3.4
W_17.0417_80.65,2017-08-24,6.1,4.312007,5.46
W_17.0417_80.65,2018-08-19,1.6300001,5.64122,6.1
W_17.0417_80.65,2018-11-04,4.27,2.620743,1.63
W_17.0417_80.65,2018-11-11,4.6,5.145726,4.27
W_17.0417_80.65,2018-11-18,4.7,4.7969613,4.6
W_17.0417_80.65,2018-11-25,4.7999997,5.181847,4.7
W_17.0417_80.65,2018-12-04,4.9,4.779568,4.8
W_17.0417_80.65,2018-12-11,5.1,4.8977094,4.9
W_17.0417_80.65,2018-12-18,5.2999997,5.076403,5.1
W_17.0417_80.65,2018-12-25,5.5,5.339625,5.3
W_17.0417_80.65,2019-01-04,5.32,5.659065,5.5
W_17.0417_80.65,2019-05-04,8.39,5.5584307,5.32
W_17.0417_80.65,2019-08-19,7.67,6.9607224,8.39
W_17.0417_80.65,2019-10-31,3.58,6.1045623,7.67
W_17.0417_80.65,2020-01-09,6.26,4.8712287,3.58
W_17.0417_80.65,2020-11-29,5.5,4.93609,6.26
W_17.0417_80.65,2021-01-09,4.5299997,7.0140433,5.5
W_17.0447_79.0447,2016-11-04,6.0999994,12.682807,13.9
W_17.0447_79.0447,2017-01-04,8.45,6.5406475,6.1
W_17.0447_79.0447,2017-08-24,10.349999,8.341153,8.45
W_17.0447_79.0447,2018-08-19,11.700001,10.709238,10.35
W_17.0447_79.0447,2018-11-04,14.059999,11.931405,11.7
W_17.0447_79.0447,2019-01-04,12.5,14.521884,14.06
W_17.0447_79.0447,2019-01-04,12.46,13.960012,12.5
W_17.0447_79.0447,2019-05-04,15.23,11.929161,12.46
W_17.0447_79.0447,2019-08-19,15.599999,15.4327545,15.23
W_17.0447_79.0447,2019-10-31,8.35,13.805521,15.6
W_17.0447_79.0447,2020-01-09,7.3,8.988901,8.35
W_17.0447_79.0447,2020-11-29,2.1100001,4.0693674,7.3
W_17.0447_79.0447,2021-01-09,4.2299995,2.7253966,2.11
W_17.0447_79.0447,2021-01-09,4.45,3.838513,4.23
W_17.0508_74.2333,2017-01-04,3.1,4.232227,2.8
W_17.0508_74.2333,2017-08-24,5.8,2.5774868,3.1
W_17.0508_74.2333,2018-08-24,4.48,5.1632905,5.8
W_17.0508_74.2333,2019-01-09,5.15,5.7163677,4.48
W_17.0508_74.2333,2019-05-19,8.2,5.7109036,5.15
W_17.0508_74.2333,2019-08-19,3.6999998,4.4219036,8.2
W_17.0508_74.2333,2019-11-09,3.8,4.1155663,3.7
W_17.0508_74.2333,2020-01-09,4.2,4.167578,3.8
W_17.0508_74.2333,2021-01-09,3.6,3.7175097,4.2
W_17.0572_74.8644,2016-11-04,5.8,5.602932,5.55
W_17.0572_74.8644,2017-01-04,7.5,6.856998,5.8
W_17.0572_74.8644,2017-08-24,15.0,7.982084,7.5
