stratum,value,n_held_out,n_current_evaluable,current_coverage_pct,n_candidate_evaluable,candidate_coverage_pct
well_id,well_id=W_18.4528_74.7494,16,8,0.5,8,0.5
well_id,well_id=W_18.4556_76.0914,19,11,0.5789473684210527,11,0.5789473684210527
well_id,well_id=W_18.4583_74.8233,15,7,0.4666666666666667,7,0.4666666666666667
well_id,well_id=W_18.45_73.1,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_18.4828_76.5917,23,12,0.5217391304347826,12,0.5217391304347826
well_id,well_id=W_18.4872_74.0783,22,8,0.36363636363636365,8,0.36363636363636365
well_id,well_id=W_18.4931_75.4722,25,11,0.44,11,0.44
well_id,well_id=W_18.5144_76.1806,18,11,0.6111111111111112,11,0.6111111111111112
well_id,well_id=W_18.525_77.0417,26,10,0.38461538461538464,10,0.38461538461538464
well_id,well_id=W_18.5347_72.9833,30,10,0.3333333333333333,10,0.3333333333333333
well_id,well_id=W_18.5625_79.9208,39,16,0.41025641025641024,16,0.41025641025641024
well_id,well_id=W_18.5681_73.9833,6,0,0.0,0,0.0
well_id,well_id=W_18.5_77.6167,5,1,0.2,1,0.2
well_id,well_id=W_18.6069_72.9794,18,9,0.5,9,0.5
well_id,well_id=W_18.6147_75.5961,18,12,0.6666666666666666,12,0.6666666666666666
well_id,well_id=W_18.6167_76.9667,20,7,0.35,7,0.35
well_id,well_id=W_18.6486_79.2625,27,9,0.3333333333333333,9,0.3333333333333333
well_id,well_id=W_18.6561_77.1833,25,10,0.4,10,0.4
well_id,well_id=W_18.6747_79.3008,25,9,0.36,9,0.36
well_id,well_id=W_18.6806_78.0933,31,13,0.41935483870967744,13,0.41935483870967744
well_id,well_id=W_18.6878_76.3089,12,9,0.75,9,0.75
well_id,well_id=W_18.6914_74.1306,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_18.7072_75.2972,19,8,0.42105263157894735,8,0.42105263157894735
well_id,well_id=W_18.7322_78.8142,25,9,0.36,9,0.36
well_id,well_id=W_18.7333_75.3167,23,10,0.43478260869565216,10,0.43478260869565216
well_id,well_id=W_18.7528_74.6397,17,10,0.5882352941176471,10,0.5882352941176471
well_id,well_id=W_18.7636_78.6236,28,9,0.32142857142857145,9,0.32142857142857145
well_id,well_id=W_18.7667_79.4833,30,9,0.3,9,0.3
well_id,well_id=W_18.7833_78.9,53,17,0.32075471698113206,17,0.32075471698113206
well_id,well_id=W_18.7919_77.6267,14,9,0.6428571428571429,9,0.6428571428571429
well_id,well_id=W_18.7947_76.1953,24,11,0.4583333333333333,11,0.4583333333333333
well_id,well_id=W_18.7997_75.3644,12,8,0.6666666666666666,8,0.6666666666666666
well_id,well_id=W_18.7_78.4417,2,0,0.0,0,0.0
well_id,well_id=W_18.8111_78.7833,31,10,0.3225806451612903,10,0.3225806451612903
well_id,well_id=W_18.8306_74.0569,1,0,0.0,0,0.0
well_id,well_id=W_18.8361_79.6722,33,13,0.3939393939393939,13,0.3939393939393939
well_id,well_id=W_18.8583_79.0083,30,10,0.3333333333333333,10,0.3333333333333333
well_id,well_id=W_18.85_76.5333,17,6,0.35294117647058826,6,0.35294117647058826
well_id,well_id=W_18.8639_73.8972,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_18.8783_76.8494,25,10,0.4,10,0.4
well_id,well_id=W_18.8992_77.7233,26,10,0.38461538461538464,10,0.38461538461538464
well_id,well_id=W_18.9425_76.6475,25,11,0.44,11,0.44
well_id,well_id=W_18.9431_79.0958,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_18.9583_78.1722,16,3,0.1875,3,0.1875
well_id,well_id=W_18.9597_74.5389,28,11,0.39285714285714285,11,0.39285714285714285
well_id,well_id=W_18.9606_77.5761,19,11,0.5789473684210527,11,0.5789473684210527
well_id,well_id=W_18.9667_75.8833,27,13,0.48148148148148145,13,0.48148148148148145
well_id,well_id=W_18.9833_76.0333,29,14,0.4827586206896552,14,0.4827586206896552
well_id,well_id=W_18.9833_76.8667,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_19.0042_74.4014,27,11,0.4074074074074074,11,0.4074074074074074
well_id,well_id=W_19.0111_78.3878,26,10,0.38461538461538464,10,0.38461538461538464
well_id,well_id=W_19.0125_77.4144,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_19.0194_78.5833,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_19.0211_75.7583,22,13,0.5909090909090909,13,0.5909090909090909
well_id,well_id=W_19.0394_72.9261,11,7,0.6363636363636364,7,0.6363636363636364
well_id,well_id=W_19.0519_79.485,27,9,0.3333333333333333,9,0.3333333333333333
well_id,well_id=W_19.0569_75.4311,22,11,0.5,11,0.5
well_id,well_id=W_19.05_77.65,1,0,0.0,0,0.0
well_id,well_id=W_19.0667_73.925,21,6,0.2857142857142857,6,0.2857142857142857
well_id,well_id=W_19.0667_75.3167,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_19.0975_72.8431,12,7,0.5833333333333334,7,0.5833333333333334
well_id,well_id=W_19.1014_78.0967,21,4,0.19047619047619047,4,0.19047619047619047
well_id,well_id=W_19.1044_76.2125,27,11,0.4074074074074074,11,0.4074074074074074
well_id,well_id=W_19.1056_74.6306,27,10,0.37037037037037035,10,0.37037037037037035
well_id,well_id=W_19.1392_74.3872,26,11,0.4230769230769231,11,0.4230769230769231
well_id,well_id=W_19.1458_79.6667,34,18,0.5294117647058824,18,0.5294117647058824
well_id,well_id=W_19.1667_80.15,19,8,0.42105263157894735,8,0.42105263157894735
well_id,well_id=W_19.17_77.1333,11,2,0.18181818181818182,2,0.18181818181818182
well_id,well_id=W_19.1961_72.8097,11,7,0.6363636363636364,7,0.6363636363636364
well_id,well_id=W_19.1978_78.6422,37,20,0.5405405405405406,20,0.5405405405405406
well_id,well_id=W_19.2125_74.8056,21,4,0.19047619047619047,4,0.19047619047619047
well_id,well_id=W_19.2167_77.6833,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_19.2333_77.4333,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_19.25_73.3833,25,12,0.48,12,0.48
well_id,well_id=W_19.2661_76.8225,25,11,0.44,11,0.44
well_id,well_id=W_19.2747_75.7386,24,15,0.625,15,0.625
well_id,well_id=W_19.2833_72.95,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_19.3128_77.2331,26,12,0.46153846153846156,12,0.46153846153846156
well_id,well_id=W_19.3164_73.1589,17,11,0.6470588235294118,11,0.6470588235294118
well_id,well_id=W_19.325_76.6583,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_19.3417_78.7556,27,11,0.4074074074074074,11,0.4074074074074074
well_id,well_id=W_19.3478_72.7861,20,4,0.2,4,0.2
well_id,well_id=W_19.3581_79.4772,31,11,0.3548387096774194,11,0.3548387096774194
well_id,well_id=W_19.35_74.1958,16,5,0.3125,5,0.3125
well_id,well_id=W_19.35_78.3333,29,13,0.4482758620689655,13,0.4482758620689655
well_id,well_id=W_19.3681_76.4042,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_19.3792_72.7917,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_19.3889_74.6583,13,6,0.46153846153846156,6,0.46153846153846156
well_id,well_id=W_19.4022_72.8517,11,0,0.0,0,0.0
well_id,well_id=W_19.4167_77.8667,17,5,0.29411764705882354,5,0.29411764705882354
well_id,well_id=W_19.4208_77.8672,21,12,0.5714285714285714,12,0.5714285714285714
well_id,well_id=W_19.4292_72.8697,16,9,0.5625,9,0.5625
well_id,well_id=W_19.4333_77.15,24,10,0.4166666666666667,10,0.4166666666666667
well_id,well_id=W_19.4856_76.7225,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_19.4878_73.0253,17,9,0.5294117647058824,9,0.5294117647058824
well_id,well_id=W_19.5047_77.5997,18,12,0.6666666666666666,12,0.6666666666666666
well_id,well_id=W_19.5078_74.0886,3,1,0.3333333333333333,1,0.3333333333333333
well_id,well_id=W_19.5111_76.455,17,12,0.7058823529411765,12,0.7058823529411765
well_id,well_id=W_19.5125_78.5853,28,14,0.5,14,0.5
well_id,well_id=W_19.5167_75.6917,6,0,0.0,0,0.0
well_id,well_id=W_19.5175_75.6594,15,10,0.6666666666666666,10,0.6666666666666666
well_id,well_id=W_19.5228_75.8072,17,14,0.8235294117647058,14,0.8235294117647058
well_id,well_id=W_19.5333_77.6333,1,0,0.0,0,0.0
well_id,well_id=W_19.5333_80.0667,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_19.5417_77.0417,31,13,0.41935483870967744,13,0.41935483870967744
well_id,well_id=W_19.5889_73.3844,15,10,0.6666666666666666,10,0.6666666666666666
well_id,well_id=W_19.5961_74.8108,17,11,0.6470588235294118,11,0.6470588235294118
well_id,well_id=W_19.5_77.6667,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_19.6147_72.7336,12,7,0.5833333333333334,7,0.5833333333333334
well_id,well_id=W_19.6569_76.1222,5,0,0.0,0,0.0
well_id,well_id=W_19.6994_75.0064,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_19.6_76.2083,28,11,0.39285714285714285,11,0.39285714285714285
well_id,well_id=W_19.6_79.65,18,7,0.3888888888888889,7,0.3888888888888889
well_id,well_id=W_19.6_79.85,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_19.6_80.2333,23,5,0.21739130434782608,5,0.21739130434782608
well_id,well_id=W_19.7086_77.1542,20,13,0.65,13,0.65
well_id,well_id=W_19.7167_74.4833,25,10,0.4,10,0.4
well_id,well_id=W_19.7228_79.6931,20,7,0.35,7,0.35
well_id,well_id=W_19.7333_78.6458,35,19,0.5428571428571428,19,0.5428571428571428
well_id,well_id=W_19.7344_78.9956,5,2,0.4,2,0.4
well_id,well_id=W_19.7433_79.2494,20,10,0.5,10,0.5
well_id,well_id=W_19.7667_76.8,28,11,0.39285714285714285,11,0.39285714285714285
well_id,well_id=W_19.7708_76.9569,26,14,0.5384615384615384,14,0.5384615384615384
well_id,well_id=W_19.7972_74.8736,4,0,0.0,0,0.0
well_id,well_id=W_19.8039_74.2489,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_19.8056_77.9222,18,4,0.2222222222222222,4,0.2222222222222222
well_id,well_id=W_19.8117_78.8542,22,9,0.4090909090909091,9,0.4090909090909091
well_id,well_id=W_19.8294_78.6342,17,11,0.6470588235294118,11,0.6470588235294118
well_id,well_id=W_19.8319_76.2611,7,0,0.0,0,0.0
well_id,well_id=W_19.8333_75.8833,4,0,0.0,0,0.0
well_id,well_id=W_19.8411_74.1097,22,12,0.5454545454545454,12,0.5454545454545454
well_id,well_id=W_19.8447_74.0833,27,11,0.4074074074074074,11,0.4074074074074074
well_id,well_id=W_19.8692_79.1269,1,0,0.0,0,0.0
well_id,well_id=W_19.8728_73.8811,21,10,0.47619047619047616,10,0.47619047619047616
well_id,well_id=W_19.8833_73.1667,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_19.8847_74.475,25,11,0.44,11,0.44
well_id,well_id=W_19.8861_75.315,16,8,0.5,8,0.5
well_id,well_id=W_19.8889_73.6958,26,10,0.38461538461538464,10,0.38461538461538464
well_id,well_id=W_19.8947_75.2719,15,3,0.2,3,0.2
well_id,well_id=W_19.9003_75.3225,13,9,0.6923076923076923,9,0.6923076923076923
well_id,well_id=W_19.9167_76.0389,21,11,0.5238095238095238,11,0.5238095238095238
well_id,well_id=W_19.9333_79.8833,27,11,0.4074074074074074,11,0.4074074074074074
well_id,well_id=W_19.9444_72.8667,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_19.9558_78.1125,19,8,0.42105263157894735,8,0.42105263157894735
well_id,well_id=W_19.9583_77.3667,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_19.9833_72.7333,20,10,0.5,10,0.5
well_id,well_id=W_20.025_75.7847,4,0,0.0,0,0.0
well_id,well_id=W_20.0397_76.6958,14,11,0.7857142857142857,11,0.7857142857142857
well_id,well_id=W_20.0569_73.0389,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_20.05_77.2667,5,0,0.0,0,0.0
well_id,well_id=W_20.0639_74.1111,22,9,0.4090909090909091,9,0.4090909090909091
well_id,well_id=W_20.0653_80.0014,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.0722_76.3339,38,22,0.5789473684210527,22,0.5789473684210527
well_id,well_id=W_20.075_78.25,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.0833_75.15,24,7,0.2916666666666667,7,0.2916666666666667
well_id,well_id=W_20.0833_77.8333,28,14,0.5,14,0.5
well_id,well_id=W_20.0875_76.5347,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_20.1031_78.5056,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_20.1083_74.225,20,7,0.35,7,0.35
well_id,well_id=W_20.1083_79.1167,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_20.1261_78.8936,14,9,0.6428571428571429,9,0.6428571428571429
well_id,well_id=W_20.1264_73.0686,24,10,0.4166666666666667,10,0.4166666666666667
well_id,well_id=W_20.1333_78.3167,24,10,0.4166666666666667,10,0.4166666666666667
well_id,well_id=W_20.1428_78.3194,26,11,0.4230769230769231,11,0.4230769230769231
well_id,well_id=W_20.1767_73.7,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_20.1833_77.2667,28,14,0.5,14,0.5
well_id,well_id=W_20.1_79.75,30,13,0.43333333333333335,13,0.43333333333333335
well_id,well_id=W_20.2208_77.5511,30,15,0.5,15,0.5
well_id,well_id=W_20.2256_73.0275,6,2,0.3333333333333333,2,0.3333333333333333
well_id,well_id=W_20.2292_80.0167,1,0,0.0,0,0.0
well_id,well_id=W_20.2589_79.2347,12,9,0.75,9,0.75
well_id,well_id=W_20.2625_77.4125,18,11,0.6111111111111112,11,0.6111111111111112
well_id,well_id=W_20.2667_76.1333,19,8,0.42105263157894735,8,0.42105263157894735
well_id,well_id=W_20.2772_75.7044,20,11,0.55,11,0.55
well_id,well_id=W_20.2922_77.0722,27,15,0.5555555555555556,15,0.5555555555555556
well_id,well_id=W_20.2975_75.6539,15,10,0.6666666666666666,10,0.6666666666666666
well_id,well_id=W_20.2_73.8167,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_20.2_77.9833,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_20.3014_80.8739,4,3,0.75,3,0.75
well_id,well_id=W_20.3058_80.1317,17,10,0.5882352941176471,10,0.5882352941176471
well_id,well_id=W_20.305_78.6292,29,13,0.4482758620689655,13,0.4482758620689655
well_id,well_id=W_20.3072_77.5617,15,13,0.8666666666666667,13,0.8666666666666667
well_id,well_id=W_20.3083_74.6583,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_20.3092_73.1594,1,0,0.0,0,0.0
well_id,well_id=W_20.3114_77.7706,29,14,0.4827586206896552,14,0.4827586206896552
well_id,well_id=W_20.3167_78.3,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.3472_76.6333,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_20.3481_77.9108,13,12,0.9230769230769231,12,0.9230769230769231
well_id,well_id=W_20.3583_78.2417,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.3658_73.18,6,4,0.6666666666666666,4,0.6666666666666666
well_id,well_id=W_20.3872_78.1986,26,12,0.46153846153846156,12,0.46153846153846156
well_id,well_id=W_20.3958_77.5083,16,14,0.875,14,0.875
well_id,well_id=W_20.4028_72.8444,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_20.4083_79.0,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.4083_79.6583,25,9,0.36,9,0.36
well_id,well_id=W_20.4167_78.5167,1,0,0.0,0,0.0
well_id,well_id=W_20.4222_78.2736,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.4353_72.8311,27,10,0.37037037037037035,10,0.37037037037037035
well_id,well_id=W_20.435_78.5978,28,14,0.5,14,0.5
well_id,well_id=W_20.4636_72.9181,30,10,0.3333333333333333,10,0.3333333333333333
well_id,well_id=W_20.4667_73.9833,20,9,0.45,9,0.45
well_id,well_id=W_20.4792_74.9625,3,0,0.0,0,0.0
well_id,well_id=W_20.4833_77.4833,26,14,0.5384615384615384,14,0.5384615384615384
well_id,well_id=W_20.4861_77.4825,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_20.4875_76.2972,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.4917_79.3917,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_20.4_76.0,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_20.5056_77.7903,29,14,0.4827586206896552,14,0.4827586206896552
well_id,well_id=W_20.5167_76.05,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_20.5178_75.9364,19,11,0.5789473684210527,11,0.5789473684210527
well_id,well_id=W_20.5208_80.2333,18,10,0.5555555555555556,10,0.5555555555555556
well_id,well_id=W_20.5308_73.1625,27,14,0.5185185185185185,14,0.5185185185185185
well_id,well_id=W_20.5417_79.4583,30,13,0.43333333333333335,13,0.43333333333333335
well_id,well_id=W_20.5461_79.1064,30,13,0.43333333333333335,13,0.43333333333333335
well_id,well_id=W_20.5556_74.3486,26,8,0.3076923076923077,8,0.3076923076923077
well_id,well_id=W_20.5583_76.6456,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_20.5761_77.0703,17,3,0.17647058823529413,3,0.17647058823529413
well_id,well_id=W_20.5931_75.7083,14,10,0.7142857142857143,10,0.7142857142857143
well_id,well_id=W_20.6056_72.9278,23,7,0.30434782608695654,7,0.30434782608695654
well_id,well_id=W_20.6272_80.0406,29,13,0.4482758620689655,13,0.4482758620689655
well_id,well_id=W_20.6333_74.4042,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_20.6333_74.4447,21,11,0.5238095238095238,11,0.5238095238095238
well_id,well_id=W_20.6417_73.6917,1,0,0.0,0,0.0
well_id,well_id=W_20.6531_75.4453,5,0,0.0,0,0.0
well_id,well_id=W_20.655_78.775,30,14,0.4666666666666667,14,0.4666666666666667
well_id,well_id=W_20.65_78.9292,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_20.6667_75.2333,1,0,0.0,0,0.0
well_id,well_id=W_20.6667_76.7667,21,7,0.3333333333333333,7,0.3333333333333333
well_id,well_id=W_20.6719_75.2256,17,11,0.6470588235294118,11,0.6470588235294118
well_id,well_id=W_20.6833_73.725,30,12,0.4,12,0.4
well_id,well_id=W_20.6886_72.9494,17,8,0.47058823529411764,8,0.47058823529411764
well_id,well_id=W_20.6_72.9,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_20.6_73.7458,28,11,0.39285714285714285,11,0.39285714285714285
well_id,well_id=W_20.7256_78.3169,19,16,0.8421052631578947,16,0.8421052631578947
well_id,well_id=W_20.7306_75.1,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_20.7333_78.45,28,14,0.5,14,0.5
well_id,well_id=W_20.7542_78.3958,1,0,0.0,0,0.0
well_id,well_id=W_20.7583_73.6833,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.7667_77.7,27,15,0.5555555555555556,15,0.5555555555555556
well_id,well_id=W_20.775_73.3792,1,0,0.0,0,0.0
well_id,well_id=W_20.775_79.0125,30,12,0.4,12,0.4
well_id,well_id=W_20.775_79.6264,30,13,0.43333333333333335,13,0.43333333333333335
well_id,well_id=W_20.7822_74.1417,27,13,0.48148148148148145,13,0.48148148148148145
well_id,well_id=W_20.7897_75.4556,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_20.805_73.2667,29,14,0.4827586206896552,14,0.4827586206896552
well_id,well_id=W_20.8067_73.2275,9,7,0.7777777777777778,7,0.7777777777777778
well_id,well_id=W_20.8067_78.8856,30,14,0.4666666666666667,14,0.4666666666666667
well_id,well_id=W_20.8069_76.825,27,12,0.4444444444444444,12,0.4444444444444444
well_id,well_id=W_20.8528_75.1,6,0,0.0,0,0.0
well_id,well_id=W_20.8539_75.6639,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_20.85_73.3417,23,7,0.30434782608695654,7,0.30434782608695654
well_id,well_id=W_20.85_78.5167,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_20.8625_76.3367,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_20.8644_78.9697,19,6,0.3157894736842105,6,0.3157894736842105
well_id,well_id=W_20.8667_73.6167,29,13,0.4482758620689655,13,0.4482758620689655
well_id,well_id=W_20.8717_76.2667,23,13,0.5652173913043478,13,0.5652173913043478
well_id,well_id=W_20.8844_76.2031,27,13,0.48148148148148145,13,0.48148148148148145
well_id,well_id=W_20.9072_78.29,14,12,0.8571428571428571,12,0.8571428571428571
well_id,well_id=W_20.9083_78.7167,30,14,0.4666666666666667,14,0.4666666666666667
well_id,well_id=W_20.9144_78.9439,29,15,0.5172413793103449,15,0.5172413793103449
well_id,well_id=W_20.9167_73.6792,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_20.9167_74.6333,13,2,0.15384615384615385,2,0.15384615384615385
well_id,well_id=W_20.9167_75.3333,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_20.9236_74.3772,15,11,0.7333333333333333,11,0.7333333333333333
well_id,well_id=W_20.9269_77.2631,24,11,0.4583333333333333,11,0.4583333333333333
well_id,well_id=W_20.9333_78.05,29,14,0.4827586206896552,14,0.4827586206896552
well_id,well_id=W_20.9342_77.7819,27,16,0.5925925925925926,16,0.5925925925925926
well_id,well_id=W_20.9417_74.5167,1,0,0.0,0,0.0
well_id,well_id=W_20.9567_77.7575,21,14,0.6666666666666666,14,0.6666666666666666
well_id,well_id=W_20.95_72.9333,18,3,0.16666666666666666,3,0.16666666666666666
well_id,well_id=W_20.95_79.8,30,11,0.36666666666666664,11,0.36666666666666664
well_id,well_id=W_20.9608_75.6164,23,9,0.391304347826087,9,0.391304347826087
well_id,well_id=W_20.9614_78.3683,27,14,0.5185185185185185,14,0.5185185185185185
well_id,well_id=W_20.9861_77.0208,29,14,0.4827586206896552,14,0.4827586206896552
well_id,well_id=W_20.9917_79.0333,18,5,0.2777777777777778,5,0.2777777777777778
well_id,well_id=W_20.9947_77.4586,25,15,0.6,15,0.6
well_id,well_id=W_20.9_80.3,2,0,0.0,0,0.0
well_id,well_id=W_21.0042_73.8561,23,10,0.43478260869565216,10,0.43478260869565216
well_id,well_id=W_21.0403_79.6764,27,9,0.3333333333333333,9,0.3333333333333333
well_id,well_id=W_21.05_76.0333,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_21.0667_79.8333,24,10,0.4166666666666667,10,0.4166666666666667
well_id,well_id=W_21.0667_80.15,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_21.0678_80.6761,21,7,0.3333333333333333,7,0.3333333333333333
well_id,well_id=W_21.0694_77.3178,1,1,1.0,1,1.0
well_id,well_id=W_21.0758_80.3667,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_21.0778_72.9917,31,11,0.3548387096774194,11,0.3548387096774194
well_id,well_id=W_21.0828_80.6383,21,10,0.47619047619047616,10,0.47619047619047616
well_id,well_id=W_21.0917_72.725,29,10,0.3448275862068966,10,0.3448275862068966
well_id,well_id=W_21.0997_80.7014,29,12,0.41379310344827586,12,0.41379310344827586
well_id,well_id=W_21.1022_80.0036,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_21.1064_74.7297,23,11,0.4782608695652174,11,0.4782608695652174
well_id,well_id=W_21.1167_73.1,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_21.1219_78.3731,16,7,0.4375,7,0.4375
well_id,well_id=W_21.125_79.675,29,11,0.3793103448275862,11,0.3793103448275862
well_id,well_id=W_21.1264_79.1056,25,12,0.48,12,0.48
well_id,well_id=W_21.1294_78.715,5,0,0.0,0,0.0
well_id,well_id=W_21.1333_78.65,13,1,0.07692307692307693,1,0.07692307692307693
well_id,well_id=W_21.1389_75.9694,28,11,0.39285714285714285,11,0.39285714285714285
well_id,well_id=W_21.1439_77.1364,24,13,0.5416666666666666,13,0.5416666666666666
well_id,well_id=W_21.1467_80.8078,4,0,0.0,0,0.0
well_id,well_id=W_21.1608_79.1692,27,11,0.4074074074074074,11,0.4074074074074074
well_id,well_id=W_21.1625_73.7689,1,0,0.0,0,0.0
well_id,well_id=W_21.1642_73.6956,23,11,0.4782608695652174,11,0.4782608695652174
well_id,well_id=W_21.1792_80.0042,30,12,0.4,12,0.4
well_id,well_id=W_21.1858_78.9567,15,11,0.7333333333333333,11,0.7333333333333333
well_id,well_id=W_21.2019_78.9683,15,13,0.8666666666666667,13,0.8666666666666667
well_id,well_id=W_21.2167_74.8167,27,11,0.4074074074074074,11,0.4074074074074074
well_id,well_id=W_21.2194_80.8256,23,9,0.391304347826087,9,0.391304347826087
well_id,well_id=W_21.2214_73.2189,22,9,0.4090909090909091,9,0.4090909090909091
well_id,well_id=W_21.2333_78.9167,30,15,0.5,15,0.5
well_id,well_id=W_21.2417_77.8167,29,15,0.5172413793103449,15,0.5172413793103449
well_id,well_id=W_21.2483_73.0256,25,9,0.36,9,0.36
well_id,well_id=W_21.2486_77.5522,11,11,1.0,11,1.0
well_id,well_id=W_21.2486_79.6647,26,9,0.34615384615384615,9,0.34615384615384615
well_id,well_id=W_21.2542_75.7417,21,7,0.3333333333333333,7,0.3333333333333333
well_id,well_id=W_21.2625_76.9806,14,5,0.35714285714285715,5,0.35714285714285715
well_id,well_id=W_21.2769_74.2086,27,13,0.48148148148148145,13,0.48148148148148145
well_id,well_id=W_21.2833_79.6833,57,19,0.3333333333333333,19,0.3333333333333333
well_id,well_id=W_21.3236_74.5733,30,13,0.43333333333333335,13,0.43333333333333335
well_id,well_id=W_21.3292_77.9097,6,0,0.0,0,0.0
well_id,well_id=W_21.3303_78.01,6,0,0.0,0,0.0
well_id,well_id=W_21.3311_76.2336,22,16,0.7272727272727273,16,0.7272727272727273
well_id,well_id=W_21.3369_76.4867,27,17,0.6296296296296297,17,0.6296296296296297
well_id,well_id=W_21.3378_74.4925,11,8,0.7272727272727273,8,0.7272727272727273
well_id,well_id=W_21.3519_78.4622,12,5,0.4166666666666667,5,0.4166666666666667
well_id,well_id=W_21.3803_73.0042,28,12,0.42857142857142855,12,0.42857142857142855
well_id,well_id=W_21.3808_73.0764,16,7,0.4375,7,0.4375
well_id,well_id=W_21.3833_78.0597,25,10,0.4,10,0.4
well_id,well_id=W_21.3833_79.5833,28,10,0.35714285714285715,10,0.35714285714285715
well_id,well_id=W_21.3972_79.6722,27,9,0.3333333333333333,9,0.3333333333333333
well_id,well_id=W_21.3978_80.6269,24,12,0.5,12,0.5
well_id,well_id=W_21.4036_77.3297,17,15,0.8823529411764706,15,0.8823529411764706
well_id,well_id=W_21.4069_78.0417,1,0,0.0,0,0.0
well_id,well_id=W_21.4264_76.3506,30,15,0.5,15,0.5
well_id,well_id=W_21.4292_77.0944,22,11,0.5,11,0.5
well_id,well_id=W_21.4492_73.4867,16,11,0.6875,11,0.6875
well_id,well_id=W_21.4542_73.1983,28,13,0.4642857142857143,13,0.4642857142857143
well_id,well_id=W_21.4556_74.6178,26,13,0.5,13,0.5
well_id,well_id=W_21.4556_78.1389,10,0,0.0,0,0.0
