candidate,target_mode,cv_rmse_mean,cv_r2_mean
rf_depth,depth,1.928239968087738,0.568768664642202
rf_residual,residual,1.9472105736124965,0.5607037815935626
hgbr_depth,depth,2.006854819675359,0.5286405523084623
hgbr_residual,residual,1.9892198645741221,0.5370549432759356
