action,action_meaning,n_transitions,mean_reward,median_reward,mean_gw_before,mean_gw_after,mean_gw_change,depletion_event_count,depletion_event_rate,terminal_event_count
0,0% pumping (no extraction),4641.0,0.34999958598922104,0.5,13.420206152706973,13.07961067786162,-0.05730322815906042,1395.0,0.30058177117000645,0.0
1,25% pumping (light),10299.0,0.6209535319644542,0.724981963634491,11.968927829806603,12.118458767603126,0.44810174459332536,2446.0,0.23749878628993107,0.0
2,50% pumping (moderate),6046.0,0.5726669817704401,0.8138190507888794,16.016398563433906,16.513699461917447,0.9419922533620385,3174.0,0.5249751902084022,0.0
3,75% pumping (heavy),5692.0,0.32472413486759527,0.7359651923179626,18.30232141852295,19.255941855388755,1.4473620904142526,3568.0,0.6268446943078004,0.0
4,100% pumping (max),3322.0,0.14422876240441432,0.6396932601928711,18.27104263338678,19.593422167233538,1.9444993246046267,2110.0,0.6351595424443106,0.0
