well_id,date,current_fully_evaluable,candidate_fully_evaluable,current_chirps_ok,candidate_chirps_ok,current_gldas_ok,candidate_gldas_ok,current_sentinel2_ndvi_ok,candidate_sentinel2_ndvi_ok,current_grace_ok,candidate_grace_ok
W_15.8017_79.6783,2016-05-14,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2016-08-24,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2016-11-04,True,True,True,True,True,True,True,True,True,True
W_15.8017_79.6783,2017-05-14,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2017-08-24,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2017-11-04,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2017-12-31,True,True,True,True,True,True,True,True,True,True
W_15.8017_79.6783,2018-05-19,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2018-08-19,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2018-11-04,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2019-01-04,True,True,True,True,True,True,True,True,True,True
W_15.8017_79.6783,2019-05-04,True,True,True,True,True,True,True,True,True,True
W_15.8017_79.6783,2019-08-19,False,False,True,True,True,True,False,False,True,True
W_15.8017_79.6783,2019-10-31,True,True,True,True,True,True,True,True,True,True
W_15.8017_79.6783,2020-01-09,True,True,True,True,True,True,True,True,True,True
W_15.8017_79.6783,2020-11-29,True,True,True,True,True,True,True,True,True,True
W_15.8017_79.6783,2021-01-09,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2014-01-04,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2014-05-14,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2014-08-24,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2014-11-04,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2015-01-04,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2015-05-14,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2015-08-24,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2015-11-04,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2016-05-14,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2016-08-24,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2016-11-04,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2017-01-04,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2017-05-14,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2017-08-24,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2017-11-04,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2017-12-31,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2018-05-19,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2018-08-19,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2018-11-04,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2019-01-04,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2019-05-04,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2019-08-19,False,False,True,True,True,True,False,False,True,True
W_15.8222_79.975,2019-10-31,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2020-01-09,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2020-11-29,True,True,True,True,True,True,True,True,True,True
W_15.8222_79.975,2021-01-09,True,True,True,True,True,True,True,True,True,True
W_15.9389_79.9589,2013-05-14,False,False,False,False,False,False,False,False,False,False
W_15.9389_79.9589,2013-11-04,False,False,False,False,False,False,False,False,False,False
W_15.9389_79.9589,2014-05-14,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2014-08-24,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2015-01-04,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2015-05-14,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2015-08-24,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2015-11-04,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2016-01-04,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2016-05-14,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2016-08-24,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2017-01-04,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2017-05-14,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2017-08-24,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2017-11-04,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2017-12-31,True,True,True,True,True,True,True,True,True,True
W_15.9389_79.9589,2018-05-19,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2018-08-19,False,False,True,True,True,True,False,False,True,True
W_15.9389_79.9589,2019-01-04,True,True,True,True,True,True,True,True,True,True
W_15.9389_79.9589,2019-05-04,True,True,True,True,True,True,True,True,True,True
W_15.9389_79.9589,2019-10-31,True,True,True,True,True,True,True,True,True,True
W_15.9389_79.9589,2020-01-09,True,True,True,True,True,True,True,True,True,True
W_15.9389_79.9589,2020-11-29,True,True,True,True,True,True,True,True,True,True
W_15.9389_79.9589,2021-01-09,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2014-05-14,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2014-08-24,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2014-11-04,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2015-01-04,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2015-05-14,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2015-08-24,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2015-11-04,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2016-01-04,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2016-08-24,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2016-11-04,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2017-01-04,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2017-05-14,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2017-08-24,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2017-11-04,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2017-12-31,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2018-05-19,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2018-08-19,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2018-11-04,False,False,True,True,True,True,False,False,True,True
W_15.7972_80.4108,2019-01-04,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2019-05-04,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2019-08-19,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2019-10-31,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2020-01-09,True,True,True,True,True,True,True,True,True,True
W_15.7972_80.4108,2020-11-29,True,True,True,True,True,True,True,True,True,True
