candidate,target_mode,cv_rmse_mean,cv_r2_mean
rf_depth,depth,1.948307805337206,0.5748577762339608
rf_residual,residual,1.9627722872833557,0.5689089858255083
hgbr_depth,depth,1.9128092488533062,0.5891210660598059
hgbr_residual,residual,1.9351683184867812,0.5807407535092379
